Total Time Per Meal,Satisfaction Score
11,6.25
14,4.833333333333333
7,6.041666666666666
17,5.875
22,6.041666666666666
14,4.583333333333333
9,5.916666666666666
17,6.291666666666667
21,4.916666666666666
16,4.666666666666667
24,5.458333333333333
20,6.25
15,4.916666666666667
16,5.041666666666666
16,5.333333333333334
19,5.333333333333333
7,6.208333333333333
13,6.291666666666667
23,2.958333333333333
17,4.708333333333333
9,6.458333333333333
19,3.7083333333333335
16,3.708333333333333
15,3.791666666666667
21,3.833333333333333
20,5.625
12,5.25
18,5.333333333333334
9,4.0
22,3.333333333333333
17,7.458333333333333
9,6.625
17,4.666666666666666
7,5.75
20,4.416666666666667
18,6.0
23,6.041666666666667
22,5.541666666666666
11,6.083333333333334
20,5.708333333333334
14,5.708333333333334
14,5.708333333333334
8,5.125
19,4.416666666666666
18,5.666666666666666
21,6.083333333333333
18,6.958333333333334
20,4.916666666666667
20,5.083333333333333
22,4.625
19,4.791666666666666
13,2.25
16,6.291666666666667
22,5.5
11,5.0
20,7.166666666666666
11,6.083333333333333
18,4.916666666666666
4,5.291666666666667
19,5.75
11,8.291666666666666
17,5.041666666666666
14,7.041666666666667
24,4.333333333333334
15,4.666666666666667
12,6.0
20,5.291666666666667
19,3.5833333333333335
16,6.208333333333333
18,4.625
22,5.0
18,3.958333333333333
16,5.125
19,5.0
20,5.416666666666666
18,5.875
18,4.541666666666666
17,6.541666666666666
13,5.041666666666667
16,4.541666666666667
7,5.458333333333334
17,4.958333333333333
12,6.083333333333333
18,4.541666666666667
17,3.958333333333333
16,5.041666666666667
16,3.625
24,5.583333333333334
22,4.5
16,4.625
14,6.708333333333333
25,5.708333333333333
25,5.791666666666666
19,5.916666666666666
19,5.458333333333334
10,5.291666666666667
16,5.708333333333334
20,6.375
13,3.541666666666667
16,6.375
23,4.916666666666666
19,6.0
13,5.875
16,5.791666666666666
9,5.541666666666667
24,7.166666666666667
11,5.666666666666667
6,4.333333333333333
17,6.875
19,5.916666666666666
20,6.041666666666666
28,5.666666666666667
21,5.125
10,5.291666666666667
25,4.25
17,5.291666666666667
19,6.958333333333333
15,5.5
19,4.958333333333334
7,5.666666666666667
24,4.958333333333333
16,7.583333333333334
17,6.333333333333334
19,4.083333333333333
17,4.958333333333333
13,5.083333333333334
25,7.083333333333333
12,5.875
19,5.416666666666666
22,4.375
20,5.875
13,7.416666666666667
6,4.541666666666667
25,5.458333333333333
22,5.666666666666667
19,5.083333333333333
30,5.75
15,5.5
15,5.083333333333333
15,4.666666666666666
12,4.208333333333334
21,5.208333333333333
14,5.75
12,5.208333333333334
17,7.083333333333333
7,5.791666666666666
13,5.0
16,6.375
11,5.625
22,5.416666666666666
18,4.916666666666667
21,7.791666666666667
14,6.083333333333333
12,4.75
13,5.541666666666666
17,6.0
18,4.958333333333334
16,5.75
20,5.958333333333333
21,5.125
6,4.791666666666667
20,5.666666666666666
17,6.208333333333334
14,5.291666666666667
20,3.958333333333333
13,6.0
23,3.125
22,6.625
